id_siswa,id_buku,tanggal_baca,durasi_menit,halaman_selesai
2015038,109,2025-09-22,8,5
2016031,103,2025-09-22,5,3
2016014,101,2025-09-22,15,10
2016070,103,2025-09-22,6,4
2015042,102,2025-09-22,31,20
2015063,109,2025-09-22,5,3
2014074,104,2025-09-22,5,3
2016022,101,2025-09-22,24,16
2014002,108,2025-09-22,31,20
2016036,109,2025-09-22,16,10
2014012,105,2025-09-22,15,10
2014054,107,2025-09-22,43,28
2014009,107,2025-09-22,5,3
2015019,104,2025-09-22,5,3
2016048,102,2025-09-22,48,32
2016072,101,2025-09-22,8,5
2016084,103,2025-09-22,10,6
2014024,106,2025-09-22,29,19
2016011,104,2025-09-22,7,4
2016073,103,2025-09-22,24,16
2014077,106,2025-09-22,11,7
2014058,110,2025-09-22,52,34
2014017,107,2025-09-22,5,3
2016061,101,2025-09-22,20,13
2015040,110,2025-09-22,19,12
2015020,108,2025-09-22,22,14
2016062,111,2025-09-22,5,3
2016085,110,2025-09-22,12,8
2015090,110,2025-09-22,11,7
2014056,109,2025-09-22,12,8
2016029,101,2025-09-22,26,17
2014051,108,2025-09-22,20,13
2014039,110,2025-09-22,5,3
2016060,101,2025-09-22,40,26
2015075,104,2025-09-22,46,30
2014082,110,2025-09-22,13,8
2014087,105,2025-09-22,17,11
2014065,106,2025-09-22,21,14
2016089,102,2025-09-22,29,19
2015064,107,2025-09-22,21,14
2015026,105,2025-09-22,22,14
2016057,101,2025-09-22,5,3
2016025,103,2025-09-22,26,17
2015053,110,2025-09-22,44,29
2016044,102,2025-09-22,7,4
2015027,104,2025-09-23,43,28
2016086,103,2025-09-23,9,6
2016071,112,2025-09-23,41,27
2014056,111,2025-09-23,19,12
2014046,109,2025-09-23,31,20
2016055,112,2025-09-23,51,34
2016081,108,2025-09-23,52,34
2014030,105,2025-09-23,40,26
2014059,108,2025-09-23,15,10
2016036,102,2025-09-23,42,28
2016072,102,2025-09-23,47,31
2016008,103,2025-09-23,54,36
2016001,102,2025-09-23,54,36
2014076,108,2025-09-23,42,28
2016029,101,2025-09-23,66,44
2014037,109,2025-09-23,35,23
2015038,111,2025-09-23,38,25
2014050,108,2025-09-23,27,18
2016066,101,2025-09-23,29,19
2015042,111,2025-09-23,49,32
2016061,101,2025-09-23,38,25
2015063,109,2025-09-23,54,36
2015064,104,2025-09-23,25,16
2016048,103,2025-09-23,33,22
2014032,109,2025-09-23,49,32
2015075,106,2025-09-23,36,24
2014016,105,2025-09-23,36,24
2015068,107,2025-09-23,14,9
2014024,111,2025-09-23,44,29
2014080,106,2025-09-23,43,28
2014051,104,2025-09-23,39,26
2016067,112,2025-09-23,31,20
2016031,102,2025-09-23,45,30
2014054,107,2025-09-23,51,34
2015040,107,2025-09-23,41,27
2016015,101,2025-09-23,59,39
2016010,103,2025-09-23,59,39
2014039,107,2025-09-23,53,35
2015007,103,2025-09-23,20,13
2016089,102,2025-09-23,63,42
2016078,101,2025-09-23,21,14
2016034,112,2025-09-23,51,34
2016070,101,2025-09-23,35,23
2015028,107,2025-09-23,52,34
2016014,111,2025-09-23,15,10
2014074,106,2025-09-23,52,34
2016023,112,2025-09-23,43,28
2015019,106,2025-09-23,6,4
2014082,110,2025-09-23,27,18
2016044,102,2025-09-23,55,36
2016033,102,2025-09-23,28,18
2014017,109,2025-09-23,45,30
2016018,112,2025-09-23,52,34
2014041,109,2025-09-23,49,32
2014016,105,2025-09-24,17,11
2016071,102,2025-09-24,31,20
2015043,109,2025-09-24,57,38
2016057,102,2025-09-24,29,19
2015028,112,2025-09-24,16,10
2015038,109,2025-09-24,50,33
2016003,103,2025-09-24,83,55
2015027,112,2025-09-24,38,25
2016088,112,2025-09-24,44,29
2016029,103,2025-09-24,48,32
2014017,104,2025-09-24,39,26
2015068,111,2025-09-24,68,45
2016044,101,2025-09-24,66,44
2016049,102,2025-09-24,57,38
2014024,109,2025-09-24,17,11
2014037,105,2025-09-24,40,26
2014045,105,2025-09-24,10,6
2015064,111,2025-09-24,71,47
2014077,108,2025-09-24,44,29
2016036,103,2025-09-24,48,32
2014065,111,2025-09-24,21,14
2014056,107,2025-09-24,65,43
2014041,107,2025-09-24,40,26
2015040,102,2025-09-24,56,37
2014046,111,2025-09-24,49,32
2014080,111,2025-09-24,63,42
2014047,104,2025-09-24,49,32
2014076,110,2025-09-24,52,34
2016069,103,2025-09-24,24,16
2014054,111,2025-09-24,39,26
2016018,101,2025-09-24,28,18
2014030,111,2025-09-24,74,49
2016022,112,2025-09-24,60,40
2016081,102,2025-09-24,63,42
2015005,106,2025-09-24,25,16
2015004,107,2025-09-24,29,19
2016089,103,2025-09-24,46,30
2015035,104,2025-09-24,59,39
2016070,102,2025-09-24,5,3
2016055,101,2025-09-24,42,28
2015053,108,2025-09-24,24,16
2016085,102,2025-09-24,49,32
2014079,111,2025-09-24,35,23
2014050,110,2025-09-24,18,12
2016060,103,2025-09-24,5,3
2016067,103,2025-09-24,62,41
2015013,112,2025-09-24,48,32
2014039,104,2025-09-24,47,31
2016001,112,2025-09-24,28,18
2015075,107,2025-09-24,55,36
2016061,103,2025-09-24,35,23
2016062,103,2025-09-24,17,11
2016015,112,2025-09-24,33,22
2014087,110,2025-09-24,48,32
2015027,106,2025-09-25,57,38
2016044,103,2025-09-25,38,25
2016055,102,2025-09-25,35,23
2015064,105,2025-09-25,42,28
2015004,110,2025-09-25,35,23
2016011,102,2025-09-25,63,42
2014041,110,2025-09-25,51,34
2015053,109,2025-09-25,37,24
2014077,106,2025-09-25,14,9
2014045,108,2025-09-25,45,30
2014046,107,2025-09-25,31,20
2014052,107,2025-09-25,23,15
2016029,102,2025-09-25,51,34
2014079,109,2025-09-25,44,29
2016018,104,2025-09-25,32,21
2016086,102,2025-09-25,40,26
2014039,109,2025-09-25,41,27
2016069,102,2025-09-25,36,24
2016071,101,2025-09-25,5,3
2014047,106,2025-09-25,35,23
2014051,111,2025-09-25,44,29
2016022,103,2025-09-25,34,22
2014074,109,2025-09-25,20,13
2016073,101,2025-09-25,37,24
2016033,109,2025-09-25,45,30
2016010,102,2025-09-25,50,33
2014056,107,2025-09-25,66,44
2015043,103,2025-09-25,37,24
2016021,112,2025-09-25,40,26
2014017,107,2025-09-25,28,18
2016003,101,2025-09-25,34,22
2016031,110,2025-09-25,48,32
2016072,112,2025-09-25,39,26
2016057,102,2025-09-25,64,42
2014024,104,2025-09-25,29,19
2014058,106,2025-09-25,43,28
2015042,110,2025-09-25,52,34
2016066,103,2025-09-25,23,15
2016067,101,2025-09-25,27,18
2014002,107,2025-09-25,47,31
2016025,103,2025-09-25,54,36
2016084,103,2025-09-25,36,24
2014059,109,2025-09-25,59,39
2016023,103,2025-09-25,30,20
2015026,108,2025-09-25,29,19
2014030,109,2025-09-25,58,38
2016014,108,2025-09-25,25,16
2016083,102,2025-09-25,14,9
2015028,108,2025-09-25,37,24
2015038,107,2025-09-25,31,20
2015007,107,2025-09-25,34,22
2014082,109,2025-09-25,46,30
2014054,107,2025-09-25,32,21
2016089,103,2025-09-25,68,45
2014054,107,2025-09-26,34,22
2016066,101,2025-09-26,5,3
2014045,106,2025-09-26,43,28
2016070,103,2025-09-26,41,27
2016062,103,2025-09-26,26,17
2015026,106,2025-09-26,30,20
2016072,102,2025-09-26,64,42
2014009,105,2025-09-26,38,25
2016055,112,2025-09-26,47,31
2016084,102,2025-09-26,38,25
2014051,111,2025-09-26,55,36
2014047,109,2025-09-26,10,6
2016086,101,2025-09-26,36,24
2015075,102,2025-09-26,34,22
2015053,105,2025-09-26,47,31
2014082,107,2025-09-26,34,22
2016003,112,2025-09-26,56,37
2016033,102,2025-09-26,27,18
2015042,107,2025-09-26,41,27
2015007,104,2025-09-26,45,30
2014037,108,2025-09-26,56,37
2016060,103,2025-09-26,42,28
2016015,105,2025-09-26,40,26
2014077,111,2025-09-26,30,20
2015013,112,2025-09-26,35,23
2014065,104,2025-09-26,33,22
2014087,109,2025-09-26,23,15
2016073,102,2025-09-26,52,34
2016049,112,2025-09-26,20,13
2016031,103,2025-09-26,28,18
2014050,109,2025-09-26,42,28
2014024,105,2025-09-26,52,34
2014030,106,2025-09-26,14,9
2016057,101,2025-09-26,26,17
2016034,112,2025-09-26,11,7
2016044,101,2025-09-26,43,28
2016078,102,2025-09-26,43,28
2015019,102,2025-09-26,65,43
2014016,108,2025-09-26,25,16
2015020,112,2025-09-26,26,17
2014056,109,2025-09-26,48,32
2014039,107,2025-09-26,60,40
2015004,105,2025-09-26,47,31
2014076,105,2025-09-26,21,14
2016083,102,2025-09-26,21,14
2014006,111,2025-09-26,27,18
2016036,102,2025-09-26,41,27
2014032,106,2025-09-26,64,42
2016081,102,2025-09-26,33,22
2016014,105,2025-09-26,23,15
2016010,102,2025-09-26,49,32
2014080,105,2025-09-26,23,15
2014074,106,2025-09-26,53,35
2015005,110,2025-09-26,38,25
2016066,112,2025-09-29,30,20
2014002,107,2025-09-29,5,3
2014030,108,2025-09-29,5,3
2016086,103,2025-09-29,5,3
2014058,105,2025-09-29,8,5
2015068,106,2025-09-29,10,6
2016055,101,2025-09-29,45,30
2016008,102,2025-09-29,19,12
2016060,110,2025-09-29,29,19
2014009,104,2025-09-29,28,18
2014050,106,2025-09-29,5,3
2015053,102,2025-09-29,5,3
2016072,112,2025-09-29,31,20
2014012,109,2025-09-29,5,3
2014041,108,2025-09-29,5,3
2014017,104,2025-09-29,11,7
2014087,109,2025-09-29,24,16
2015064,107,2025-09-29,16,10
2015026,109,2025-09-29,22,14
2016089,103,2025-09-29,31,20
2016070,103,2025-09-29,11,7
2014006,110,2025-09-29,21,14
2015043,109,2025-09-29,5,3
2015007,104,2025-09-29,18,12
2014079,111,2025-09-29,18,12
2016018,101,2025-09-29,24,16
2015019,110,2025-09-29,8,5
2016085,112,2025-09-29,14,9
2016048,110,2025-09-29,5,3
2015013,101,2025-09-29,27,18
2014047,105,2025-09-29,5,3
2016057,102,2025-09-29,19,12
2014039,108,2025-09-29,6,4
2015005,101,2025-09-29,22,14
2016067,101,2025-09-29,36,24
2016003,106,2025-09-29,44,29
2014056,105,2025-09-29,19,12
2014074,111,2025-09-29,19,12
2016014,102,2025-09-29,18,12
2016022,102,2025-09-29,42,28
2015020,103,2025-09-29,5,3
2016011,112,2025-09-29,49,32
2015035,105,2025-09-29,9,6
2016015,102,2025-09-29,10,6
2016031,112,2025-09-29,5,3
2016061,103,2025-09-29,15,10
2014045,111,2025-09-29,5,3
2016023,112,2025-09-29,35,23
2016034,107,2025-09-29,5,3
2016083,110,2025-09-29,8,5
2015040,111,2025-09-29,17,11
2016088,101,2025-09-29,31,20
2014077,106,2025-09-29,17,11
2016081,103,2025-09-29,9,6
2015026,102,2025-09-30,25,16
2014080,110,2025-09-30,52,34
2016062,101,2025-09-30,51,34
2015090,110,2025-09-30,34,22
2016011,101,2025-09-30,34,22
2016025,103,2025-09-30,7,4
2014082,111,2025-09-30,53,35
2016029,103,2025-09-30,26,17
2014039,104,2025-09-30,13,8
2014076,105,2025-09-30,35,23
2016010,102,2025-09-30,30,20
2016044,102,2025-09-30,30,20
2014024,105,2025-09-30,32,21
2015042,106,2025-09-30,38,25
2015007,110,2025-09-30,28,18
2015004,105,2025-09-30,42,28
2014030,104,2025-09-30,59,39
2016078,108,2025-09-30,39,26
2016070,102,2025-09-30,40,26
2016057,104,2025-09-30,38,25
2015053,101,2025-09-30,55,36
2015020,107,2025-09-30,30,20
2015043,107,2025-09-30,54,36
2014037,104,2025-09-30,43,28
2016018,103,2025-09-30,45,30
2014050,105,2025-09-30,30,20
2014016,105,2025-09-30,46,30
2014077,111,2025-09-30,69,46
2015068,103,2025-09-30,40,26
2016085,103,2025-09-30,52,34
2016008,102,2025-09-30,59,39
2014012,108,2025-09-30,30,20
2014074,109,2025-09-30,33,22
2016071,102,2025-09-30,56,37
2014041,107,2025-09-30,5,3
2014047,105,2025-09-30,31,20
2016072,112,2025-09-30,51,34
2016061,101,2025-09-30,7,4
2015075,111,2025-09-30,59,39
2015063,111,2025-09-30,34,22
2015005,101,2025-09-30,16,10
2016055,112,2025-09-30,42,28
2015038,112,2025-09-30,49,32
2014054,108,2025-09-30,44,29
2016086,101,2025-09-30,23,15
2014002,111,2025-09-30,17,11
2014032,107,2025-09-30,48,32
2016033,101,2025-09-30,42,28
2016073,102,2025-09-30,43,28
2016066,102,2025-09-30,52,34
2015040,109,2025-09-30,47,31
2015013,108,2025-09-30,56,37
2014059,110,2025-09-30,41,27
2016048,112,2025-09-30,34,22
